finding_id	status	severity	category	unit	scope	summary	evidence	resolution	fix_commit	verification
PT-PYTHON-COMPUTE-002	fixed	high	child-lifecycle-cleanup	01-ops-scripts;17-api-services-p-r;22-api-core-lib-ws	scripts/run-python-compute.mjs; artifacts/api-server/src/services/python-compute.ts; artifacts/api-server/src/index.ts	Wrapper interrupts API shutdown and stop-during-start races could leave Python compute descendants running	The baseline operator runner did not own a detached child group while API stop was synchronous fire-and-forget and a pending health probe could spawn after stop	Use the shared Linux group controller for the runner bind starts to lifecycle generations and await bounded TERM-to-KILL shutdown plus late-descendant drain inside API shutdown	b6aed335,9aa36b47,66e10afd	Real wrapper SIGTERM regression passes; API stop-during-probe graceful exit escalation missing-leader drain and router shutdown regressions pass within 17/17
PT-PYTHON-COMPUTE-003	fixed	high	process-signal-identity	17-api-services-p-r	artifacts/api-server/src/services/python-compute.ts	API shutdown could signal an unverified reused process group or follow unsupported platform signaling branches	The baseline sent SIGTERM to a negative numeric child PID without proving the current Linux process start identity and retained non-Linux detached assumptions	Require Linux before spawn bind the uv leader to /proc start time revalidate before every group signal and fall back to the exact ChildProcess when group identity cannot be proven	30b0de18,66e10afd	Identity match mismatch PID reuse direct-child fallback unsupported-platform escalation and missing-leader regressions pass within the focused API suite 17/17
PT-PYTHON-COMPUTE-004	fixed	medium	environment-command-boundary	01-ops-scripts;17-api-services-p-r	scripts/run-python-compute.mjs; artifacts/api-server/src/services/python-compute.ts	The API could launch with different environment state than it validated and the CLI accepted inherited command keys or discarded extra arguments	The baseline resolved config from an injected environment but spawned from global process.env while command lookup traversed the object prototype and ignored trailing argv	Snapshot and pass the injected environment keep lane overrides authoritative require own command keys reject extra arguments and render fixed terminal-safe usage errors	47e3ddc9,4032a78c	API injected-environment and lane-override regressions pass; CLI inherited-key extra-argument and launch regressions pass 3/3
PT-ACCOUNT-RECOVERY-001	fixed	high	persisted-natural-key-integrity	01-ops-scripts	scripts/src/account-data-recovery.ts	FLEX open-position recovery still used the obsolete three-column key and could collapse or reject distinct contracts	The current schema uniquely keys provider account symbol as-of and contract key while recovery deduped and emitted ON CONFLICT without contract_key	Use the current four-column contract and fail the dry run when source and target do not share every required natural-key column	72f13412	Distinct-contract regression passes within the focused 12/12 suite; schema/index and migration contracts were traced
PT-ACCOUNT-RECOVERY-002	fixed	high	user-scope-identity	01-ops-scripts	scripts/src/account-data-recovery.ts	Broker recovery ignored app-user scope and resolved duplicate provider IDs through a global mode-only connection fallback	Current partial indexes permit the same provider ID per user while the baseline queried and conflicted only on provider_account_id	Key accounts and connections by their current user-scoped natural identities use matching partial-index predicates preserve exact existing connections and reject ambiguous or cross-owner mappings	72f13412	Two-user duplicate-provider partial-index duplicate-source and mismatched-connection regressions pass within 12/12
PT-ACCOUNT-RECOVERY-003	fixed	high	referential-integrity	01-ops-scripts	scripts/src/account-data-recovery.ts	Generated target account IDs were not mapped from source IDs for balances and paired shadow accounts	The baseline mapped balances by provider ID and copied shadow_accounts.source_broker_account_id unchanged even when an upsert retained a different target UUID	Build a complete source-to-target account-ID map validate target users and remap every balance and paired-shadow reference while failing closed on gaps	72f13412	Scoped account and shadow-reference regressions pass; execute path rejects any unmapped balance or shadow row
PT-ACCOUNT-RECOVERY-004	fixed	medium	financial-snapshot-integrity	01-ops-scripts	scripts/src/account-data-recovery.ts	Balance recovery treated different currencies or maintenance margins as duplicate snapshots	The baseline key included account time cash buying power and net liquidation but omitted currency and maintenance_margin	Use all material persisted balance dimensions in both existing-target and source-row identities	72f13412	Currency-only and maintenance-margin-only snapshot regressions pass within 12/12
PT-ACCOUNT-RECOVERY-005	fixed	high	destructive-command-safety	01-ops-scripts	scripts/src/account-data-recovery.ts	A different login role could bypass same-database detection and unknown arguments could accompany destructive execution	Physical identity included current_user while permissive Set parsing treated any argv containing --execute as authorized	Compare database server address port and database independent of role validate URLs before pool construction and accept only dry-run or one exact --execute flag	72f13412	Role-independent identity strict argv and env-cleared pre-connect CLI checks pass
PT-ACCOUNT-RECOVERY-006	fixed	high	transaction-consistency-resource	01-ops-scripts	scripts/src/account-data-recovery.ts	Recovery could read cross-table source and target state from changing READ COMMITTED snapshots and leak a source client when target connection failed	The baseline opened clients before try/finally and used no source transaction plus a default target transaction	Hold a read-only repeatable-read source snapshot use repeatable-read target recovery and release pools and clients through nested failure-safe finally paths	72f13412	Import-safe focused suite and scripts typecheck pass; no live database transaction was opened during validation
PT-ACCOUNT-RECOVERY-007	fixed	medium	schema-drift-fail-closed	01-ops-scripts	scripts/src/account-data-recovery.ts	Recovery inserted every target column even when an older source lacked it and could turn missing defaultable fields into explicit nulls	Target information-schema columns drove inserts without intersecting the source schema or proving required identities	Insert only shared columns preserve target defaults and validate required broker and FLEX contracts during dry-run and execute	72f13412	Current schema migrations and callers were traced; focused suite typecheck formatting and diff checks pass
PT-ACCOUNT-RECOVERY-008	fixed	high	flex-reference-integrity	01-ops-scripts	scripts/src/account-data-recovery.ts	An empty FLEX report selector widened lookup to all target runs and missing run mappings silently retained source UUIDs	Each OR branch treated an empty array as true and remapSourceRunIds fell back to the unmapped source value	Query only selected references or IDs require every report run to map and reject every unmapped child reference	72f13412	Empty-selector lookup and missing-child-map regressions pass within 12/12
PT-CALIBRATION-001	fixed	high	artifact-publication-integrity	01-ops-scripts	scripts/signal-calibration/observation-dump.ts	A refresh deleted the prior canonical observation dump before work began and could leave partial output under the trusted filename	The baseline removed observations-timeframe.jsonl then pointed the service append hook directly at that final path	Write through an exclusive private same-directory stage validate the complete artifact and atomically rename while preserving the prior environment value and canonical file on every failure	f991b630	Refresh-failure degraded-coverage fallback horizon-drift private-mode and successful-replacement regressions pass within 17/17
PT-CALIBRATION-002	fixed	high	calibration-evidence-provenance	01-ops-scripts	scripts/signal-calibration/observation-dump.ts; scripts/signal-calibration/calibration-fit.ts	Degraded fallback or differently configured observations could be published and later treated as clean timeframe evidence	The producer discarded the service coverage verdict and settings while an existing observations-5m artifact resolves to 15m and the historical report manually caveated statement-timeout degradation	Reject authoritative coverage_degraded and every requested-resolved mismatch then publish schema-versioned run deployment day settings MTF horizon coverage and count provenance required by the fitter	f991b630	Degraded/fallback artifacts preserve the prior file; legacy and mismatched artifacts fail closed; exact 1m is rejected before refresh because the service intentionally previews it at 5m
